21	1559	5
21	1562	5
21	2126	6
21	3017	6
21	3575	6
21	4101	6
22	3	7
22	11	9
22	12	4
22	18	5
22	21	9
22	31	6
22	34	5
22	37	10
22	40	8
22	45	8
22	47	9
22	48	6
22	723	5
22	885	4
22	1539	3
22	1727	10
22	2084	8
22	2341	8
22	2772	7
22	3247	8
22	4164	9
22	4710	6
23	13	3
23	35	3
23	44	3
23	47	5
23	81	4
23	300	3
23	825	4
23	1305	2
23	1803	4
23	2401	2
23	2803	4
23	3376	4
23	3486	4
23	3487	4
23	4664	4
24	3	7
24	5	6
24	7	9
24	9	8
24	13	5
24	17	4
24	19	5
24	20	6
24	24	5
24	31	7
24	39	8
24	44	6
24	46	4
24	47	9
24	49	5
24	1117	9
24	1755	8
24	2542	9
24	3042	6
24	3329	8
24	3786	7
24	3987	9
24	4259	6
24	4266	8
24	4371	8
24	4760	7
25	13	4
25	19	2
25	20	5
25	21	12
25	22	10
25	23	9
25	30	10
25	42	6
25	43	5
25	298	9
25	820	9
25	1147	2
25	1564	12
25	1684	9
25	2734	11
25	2884	4
25	3335	7
25	3599	1
25	4020	1
25	4144	2
26	7	10
26	8	8
26	22	9
26	28	9
26	29	4
26	30	9
26	39	9
26	317	9
26	438	8
26	1673	8
26	1815	9
26	2152	6
26	2831	10
27	10	5
27	19	4
27	25	7
27	26	7
27	31	5
27	33	4
27	36	6
27	38	4
27	39	7
27	45	8
27	47	8
27	622	7
27	2197	6
27	2376	4
27	2947	5
27	4724	6
28	4	3
28	7	6
28	8	5
28	9	5
28	12	3
28	27	3
28	28	5
28	34	4
28	35	4
28	41	4
28	48	4
28	382	4
28	1144	5
28	1406	5
28	1706	6
28	1858	5
28	1955	4
28	2149	4
28	2927	3
28	3707	5
28	4348	5
28	4453	5
28	4467	5
28	4776	3
29	8	6
29	10	4
29	12	2
29	14	3
29	16	3
29	26	6
29	32	4
29	36	5
29	37	8
29	39	7
29	44	5
29	46	2
29	920	6
29	1062	6
29	1793	3
29	2034	6
29	3683	4
29	3764	4
29	3918	3
29	4520	6
29	4771	7
30	1	9
30	6	7
30	8	9
30	13	7
30	15	5
30	25	10
30	33	6
30	34	7
30	38	6
30	39	9
30	46	5
30	412	7
30	1176	5
30	1851	8
30	2687	5
30	3190	6
30	3681	6
30	4555	11
30	4907	5
30	4979	10
31	1	10
31	5	6
31	7	11
31	13	5
31	21	12
31	24	5
31	29	5
31	31	7
31	34	6
31	42	7
31	396	4
31	649	3
31	812	4
31	1022	7
31	2288	12
31	2486	4
31	2834	6
31	2840	5
31	3296	6
31	4037	11
31	4288	9
31	4406	11
31	4847	8
32	3	7
32	13	6
32	15	5
32	19	5
32	22	8
32	28	8
32	36	7
32	37	9
32	41	6
32	42	7
32	43	6
32	44	7
32	50	7
32	785	6
32	848	8
32	1880	8
32	3405	8
32	3522	7
32	3550	5
32	3600	8
32	3742	8
32	4756	5
33	10	6
33	13	5
33	22	8
33	32	6
33	33	4
33	39	8
33	41	5
33	43	5
33	46	4
33	47	9
33	48	7
33	477	7
33	1126	5
33	1574	4
33	3595	4
33	3609	5
33	3705	3
33	4336	4
33	4490	7
34	2	4
34	9	5
34	15	2
34	24	3
34	27	3
34	30	6
34	35	4
34	38	3
34	39	6
34	41	4
34	50	4
34	177	4
34	205	2
34	449	5
34	793	2
34	1617	3
34	1705	7
34	2576	3
34	2626	6
34	2850	3
34	3181	6
34	3727	5
34	4434	5
34	4679	6
35	2	4
35	4	2
35	8	6
35	9	5
35	11	7
35	13	3
35	14	4
35	21	8
35	28	6
35	39	7
35	40	6
35	41	4
35	218	4
35	694	3
35	1669	2
35	2320	4
35	2515	6
35	3084	2
35	3234	3
35	3552	3
35	3750	5
35	4252	5
36	5	4
36	12	2
36	14	4
36	24	3
36	25	10
36	26	9
36	29	4
36	39	10
36	45	10
36	46	2
36	316	2
36	851	2
36	1775	12
36	2906	6
36	3106	4
36	3166	11
36	3694	3
36	4650	12
37	4	13
37	5	13
37	9	13
37	11	13
37	15	13
37	23	13
37	24	13
37	26	13
37	32	13
37	34	13
37	44	13
37	46	13
37	50	13
37	369	13
37	470	13
37	561	13
37	814	13
37	1429	13
37	2198	13
37	2768	13
37	2816	13
37	2869	13
37	3446	13
37	3601	13
37	3703	13
38	1	7
38	2	5
38	11	9
38	14	3
38	15	2
38	19	2
38	37	9
38	42	5
38	49	2
38	178	8
38	296	6
38	709	2
38	936	4
38	1050	2
38	1398	6
38	1473	4
38	1738	9
38	2202	2
38	3671	4
38	3917	2
38	4116	1
38	4202	6
38	4850	8
39	7	11
39	10	5
39	13	4
39	15	2
39	33	3
39	37	12
39	43	5
39	45	10
39	46	2
39	114	12
39	531	7
39	737	4
39	841	10
39	2765	5
39	2968	8
39	3075	8
39	3336	10
39	3463	8
39	3670	5
39	3683	5
39	3816	1
39	4378	1
40	1	8
40	4	3
40	5	5
40	9	7
40	25	8
40	29	5
40	35	6
40	48	6
40	883	7
40	3408	9
40	4452	9
40	4624	5
40	4662	4
41	5	4
41	9	8
41	10	5
41	13	4
41	14	4
41	23	9
41	24	3
41	25	10
41	36	7
41	46	2
41	48	7
41	49	2
41	1513	4
41	1660	1
41	1680	1
41	1688	4
41	1944	4
41	3074	12
41	3966	11
42	1	9
42	3	7
42	7	10
42	8	8
42	15	2
42	22	9
42	24	3
42	25	9
42	38	3
42	40	8
42	47	10
42	50	7
42	223	8
42	388	9
42	468	3
42	1357	5
42	1766	11
42	4170	5
42	4910	8
43	4	7
43	20	8
43	23	10
43	27	8
43	28	10
43	29	8
43	35	9
43	36	9
43	37	11
43	39	10
43	293	10
43	836	9
43	1335	9
43	1438	7
43	1944	8
43	2349	7
43	2460	8
43	2478	7
43	2759	8
43	2813	10
43	3300	10
43	3630	10
43	3785	7
43	4113	8
43	4244	9
43	4732	11
43	4902	9
43	4936	8
44	9	8
44	10	5
44	12	2
44	16	4
44	23	9
44	30	10
44	36	7
44	41	5
44	44	6
44	45	10
44	47	11
44	382	6
44	1709	7
44	1932	6
45	3	4
45	4	4
45	9	4
45	10	4
45	15	4
45	16	4
45	22	4
45	23	4
45	25	4
45	34	4
45	39	4
45	45	4
45	50	4
45	527	4
45	1634	4
45	2090	4
45	3008	4
45	3388	4
45	4505	4
45	4604	4
46	6	7
46	12	6
46	27	6
46	31	8
46	35	9
46	40	10
46	46	6
46	47	12
46	49	6
46	50	9
46	222	5
46	436	10
46	1378	10
46	1710	12
46	1911	5
46	2291	12
46	2516	6
46	2613	11
46	3170	8
46	4431	8
47	4	1
47	5	3
47	10	4
47	13	3
47	15	2
47	17	1
47	18	3
47	21	8
47	24	2
47	30	7
47	35	5
47	38	2
47	41	4
47	48	5
47	1094	1
47	1242	5
47	1360	5
47	2015	3
47	2701	2
47	3460	7
47	3746	7
47	3903	5
47	4916	4
47	4971	5
48	4	4
48	8	7
48	11	8
48	13	5
48	17	4
48	19	4
48	23	7
48	24	5
48	29	5
48	31	6
48	33	5
48	37	8
48	42	6
48	43	5
48	45	7
48	47	7
48	48	6
48	49	4
48	517	5
48	695	4
48	1062	6
48	1177	8
48	1340	6
48	2061	4
48	2847	7
48	2849	4
48	3026	7
48	4323	7
48	4449	4
48	4799	4
49	5	6
49	11	6
49	12	6
49	14	6
49	22	6
49	24	6
49	26	6
49	29	6
49	34	6
49	39	6
49	40	6
49	42	6
49	197	6
49	401	6
49	411	6
49	606	6
49	703	6
49	925	6
49	1373	6
49	1973	6
49	2109	6
49	2118	6
49	2462	6
49	2995	6
49	3037	6
49	4109	6
49	4321	6
49	4331	6
49	4395	6
50	1	9
50	4	2
50	5	4
50	6	5
50	9	8
50	11	12
50	13	4
50	21	12
50	22	10
50	23	9
50	32	7
50	35	7
50	38	3
50	40	9
50	41	5
50	50	7
50	550	10
50	985	8
50	1065	6
50	1069	6
50	1335	6
50	2522	1
50	2647	6
50	2914	10
50	3038	5
50	3313	10
50	3696	2
50	3712	5
50	3916	5
50	4275	10
50	4478	7
50	4505	4
50	4675	10
50	4946	8
51	2	7
51	4	4
51	5	6
51	6	6
51	9	9
51	12	4
51	14	6
51	16	5
51	22	10
51	26	10
51	29	5
51	32	7
51	40	10
51	45	11
51	115	3
51	832	7
51	1209	8
51	1281	9
51	1560	6
51	2287	9
51	2741	11
51	2929	6
51	2998	4
51	3305	9
51	3446	6
51	3613	10
51	3989	12
51	4001	11
51	4802	12
51	4963	8
52	3	9
52	7	11
52	20	8
52	21	11
52	22	10
52	23	10
52	25	10
52	27	7
52	29	7
52	38	7
52	40	10
52	47	11
52	207	8
52	437	9
52	522	10
52	736	10
52	984	10
52	1054	7
52	1173	11
52	2015	7
52	2485	8
52	2814	12
52	2932	9
52	2973	9
52	3026	11
52	3665	7
52	4067	12
52	4077	11
52	4901	12
52	4967	12
53	4	4
53	7	10
53	14	5
53	16	6
53	19	4
53	22	9
53	23	9
53	27	5
53	36	7
53	43	6
53	666	10
53	1523	4
53	1825	4
53	2146	10
53	2628	5
53	2666	10
53	2846	8
53	2910	7
53	3760	4
53	4136	7
53	4865	6
54	2	5
54	4	3
54	6	5
54	12	3
54	19	3
54	22	8
54	24	3
54	32	5
54	34	5
54	39	8
54	40	7
54	41	4
54	42	5
54	45	8
54	47	9
54	49	2
54	438	7
54	595	5
54	2037	8
54	2216	9
54	2585	5
54	2681	6
54	3012	9
54	4099	5
54	4114	4
54	4279	9
55	9	8
55	12	2
55	16	4
55	20	5
55	33	3
55	34	5
55	37	12
55	38	3
55	40	9
55	47	11
55	605	6
55	1301	8
55	2388	12
55	2922	5
55	2925	8
55	3026	11
55	3086	10
55	3090	3
55	4356	2
55	4739	12
55	4939	3
55	4949	1
56	1	1
56	3	1
56	4	1
56	16	1
56	17	1
56	27	1
56	28	1
56	34	1
56	38	1
56	39	1
56	42	1
56	43	1
56	980	1
56	1226	1
56	1571	1
56	1918	1
57	2	7
57	7	11
57	10	6
57	21	12
57	29	6
57	37	12
57	38	4
57	41	6
57	441	12
57	707	12
57	916	12
57	1307	12
57	1573	7
57	1576	6
57	1730	11
57	2576	6
57	2709	11
57	3415	10
57	4008	6
58	3	10
58	14	11
58	26	10
58	30	9
58	37	9
58	39	10
58	41	10
58	45	10
58	1630	10
58	2318	11
58	2882	10
58	4950	10
59	15	6
59	22	10
59	24	6
59	29	7
59	32	8
59	33	6
59	40	10
59	42	8
59	43	7
59	60	9
59	2039	10
59	2059	11
59	2503	9
59	2531	11
59	2554	7
59	3022	6
59	3394	6
59	3398	7
59	3610	10
59	4927	10
60	1	11
60	3	10
60	10	10
60	13	10
60	16	10
60	26	11
60	28	11
60	29	10
60	32	10
60	37	12
60	44	10
60	47	11
60	48	10
60	324	11
60	926	12
60	2349	9
60	2402	9
60	2441	10
60	2627	9
60	2780	11
60	3878	9
60	4178	12
60	4201	11
61	3	9
61	9	10
61	21	12
61	26	10
61	29	7
61	34	8
61	40	10
61	41	8
61	42	9
61	43	8
61	45	11
61	94	5
61	978	5
61	1318	12
61	2606	12
61	2945	10
61	2979	5
61	3329	10
61	3837	10
61	3845	5
61	3881	8
61	4629	9
62	6	5
62	7	9
62	11	10
62	17	2
62	22	9
62	40	8
62	41	5
62	43	5
62	230	4
62	459	3
62	939	4
62	1701	8
62	2329	9
62	2431	8
62	3070	3
62	4143	6
62	4623	4
62	4763	5
63	7	10
63	11	11
63	15	7
63	23	10
63	28	10
63	33	8
63	37	11
63	42	9
63	43	8
63	1442	9
63	1675	8
63	1709	9
63	1875	7
63	1997	8
63	2269	7
63	2353	7
63	2728	10
63	2907	9
63	3327	10
63	3428	10
63	4023	10
63	4035	11
64	2	5
64	6	5
64	7	8
64	19	3
64	26	7
64	28	8
64	31	6
64	33	4
64	34	5
64	43	5
64	82	7
64	502	3
64	1368	7
64	1750	8
64	2038	3
64	2451	5
64	2691	8
64	2750	4
64	3116	8
64	4374	8
64	4450	6
64	4506	7
64	4867	6
64	4925	6
65	9	10
65	11	12
65	17	8
65	23	11
65	24	9
65	25	11
65	29	9
65	33	9
65	42	10
65	44	10
65	46	8
65	237	11
65	907	10
65	1969	9
65	2690	11
65	3047	11
65	3063	12
65	3479	9
65	3620	12
65	4453	11
65	4758	12
65	4966	10
66	9	9
66	21	10
66	23	9
66	25	9
66	27	8
66	32	9
66	33	8
66	38	8
66	40	9
66	43	9
66	46	8
66	293	10
66	634	10
66	765	10
66	1099	9
66	1525	8
66	2109	9
66	2199	10
66	3101	10
66	3433	10
66	3614	9
66	4065	9
66	4092	9
66	4196	8
66	4377	9
66	4626	8
67	2	5
67	13	3
67	14	3
67	15	2
67	19	2
67	20	4
67	22	8
67	25	8
67	28	8
67	29	3
67	32	5
67	39	8
67	46	2
67	642	5
67	774	9
67	878	3
67	1677	8
67	2752	3
67	2828	8
67	3129	8
67	3415	7
67	3897	1
67	4874	7
68	10	7
68	24	6
68	29	7
68	37	11
68	46	6
68	49	5
68	629	10
68	797	7
68	798	6
68	2103	6
68	3030	7
68	3244	11
68	3936	7
69	6	3
69	23	4
69	25	4
69	27	3
69	28	4
69	37	4
69	38	3
69	41	3
69	45	4
69	46	3
69	49	3
69	600	3
69	2421	3
69	2428	3
69	2710	3
69	2958	3
69	3082	3
69	3437	4
69	3625	4
69	4755	3
70	3	7
70	6	7
70	8	7
70	11	7
70	17	7
70	28	7
70	30	7
70	46	7
70	49	7
70	905	7
70	1200	7
70	1309	7
70	1521	7
70	2274	7
70	2410	7
70	2957	7
70	3733	7
70	3937	7
70	4934	7
71	4	2
71	10	5
71	18	4
71	25	10
71	26	9
71	31	6
71	35	7
71	41	5
71	46	2
71	48	7
71	249	10
71	826	6
71	1533	5
71	1987	2
71	2105	3
71	3846	10
72	1	9
72	5	7
72	9	8
72	23	9
72	31	8
72	36	8
72	37	10
72	39	9
72	43	7
72	44	8
72	47	9
72	49	6
72	165	8
72	997	7
72	1127	8
72	1837	10
72	2192	7
72	2953	8
72	4633	10
73	11	12
73	14	8
73	15	6
73	24	7
73	26	10
73	28	10
73	31	9
73	34	8
73	42	8
73	44	9
73	46	7
73	48	9
73	50	9
73	468	7
73	1054	7
73	1699	11
73	1958	9
73	2013	7
73	2169	10
73	3222	12
73	3543	8
73	4367	8
73	4752	11
74	10	5
74	12	4
74	24	5
74	26	7
74	31	6
74	32	6
74	37	8
74	47	7
74	49	4
74	573	7
74	628	5
74	1210	6
74	1367	5
74	2073	5
74	2338	5
74	2488	7
74	2812	4
74	2942	6
74	2944	6
74	3462	6
75	8	8
75	14	4
75	19	2
75	22	9
75	26	8
75	32	6
75	34	5
75	43	4
75	45	9
75	46	2
75	784	9
75	813	5
75	1164	6
75	2480	1
75	3256	7
75	4390	5
76	6	6
76	14	6
76	21	9
76	25	8
76	34	6
76	40	8
76	49	5
76	50	7
76	918	8
76	3481	7
76	4510	7
77	3	2
77	16	2
77	18	2
77	19	2
77	36	2
77	38	2
77	44	2
77	226	2
77	1064	2
77	1466	2
77	1551	2
77	1904	2
77	2706	2
77	3490	2
77	3711	2
77	4154	2
77	4272	2
77	4303	2
77	4416	2
78	1	10
78	12	7
78	17	7
78	19	7
78	22	11
78	25	11
78	26	10
78	34	9
78	44	9
78	48	10
78	285	10
78	505	7
78	2430	9
78	3123	10
78	3140	7
78	3231	9
78	3671	9
78	3765	9
78	4092	8
78	4739	12
78	4820	10
79	1	10
79	8	10
79	10	6
79	12	3
79	14	5
79	16	5
79	22	10
79	25	10
79	28	10
79	33	4
79	40	9
79	46	3
79	47	11
79	448	9
79	849	6
79	866	12
79	1870	12
79	1984	12
79	2261	2
79	2456	8
79	2779	7
79	3666	9
79	3798	5
79	4351	3
80	5	4
80	9	8
80	16	4
80	18	4
80	26	8
80	31	6
80	33	3
80	34	5
80	41	5
80	45	9
80	48	6
80	131	6
80	151	4
80	250	7
80	616	8
80	741	5
80	1121	5
80	1226	5
80	2544	2
80	2622	2
80	2761	3
80	2830	2
80	3288	5
80	4788	8
81	4	5
81	6	5
81	17	5
81	19	5
81	24	5
81	34	5
81	38	5
81	40	6
81	41	5
81	47	6
81	48	6
81	50	6
81	118	6
81	534	6
81	1442	5
81	2434	6
81	3028	5
81	3117	5
81	3881	5
81	4727	5
82	3	12
82	6	12
82	10	12
82	20	12
82	21	12
82	22	12
82	27	12
82	28	12
82	34	12
82	42	12
82	48	12
82	49	12
82	1174	12
82	1385	12
82	2637	12
82	2796	12
82	2922	12
82	3139	12
82	3446	12
82	3503	12
82	3608	12
82	3678	12
82	3830	12
82	4164	12
82	4387	12
83	1	6
83	12	5
83	17	5
83	31	6
83	37	7
83	48	6
83	50	6
83	192	7
83	1741	7
83	1744	5
83	3004	7
83	3539	6
83	3762	6
83	4605	5
84	3	5
84	4	3
84	6	5
84	15	3
84	18	4
84	20	5
84	22	7
84	23	6
84	25	7
84	29	4
84	33	4
84	42	5
84	206	3
84	404	4
84	1232	4
84	1388	5
84	1436	3
84	1612	6
84	4071	5
84	4992	3
85	29	6
85	45	10
85	48	8
85	1351	9
85	1533	7
85	2865	6
85	2950	5
85	3085	9
85	3884	7
85	3920	7
85	4041	4
85	4060	7
85	4155	9
85	4459	7
85	4989	8
86	4	1
86	8	4
86	12	1
86	13	2
86	14	2
86	19	1
86	21	5
86	23	4
86	26	4
86	36	3
86	38	2
86	42	3
86	43	2
86	50	3
86	74	5
86	394	1
86	718	4
86	1238	4
86	1955	2
86	2058	2
86	2134	3
86	3915	2
86	4868	3
87	28	5
87	34	5
87	35	5
87	41	5
87	48	5
87	966	5
87	1880	5
87	2252	5
87	2526	5
87	3388	5
87	4227	5
87	4580	5
87	4826	5
87	4981	5
88	1	11
88	2	10
88	10	10
88	17	8
88	19	8
88	23	11
88	26	11
88	28	12
88	34	10
88	35	11
88	41	10
88	44	10
88	49	8
88	631	11
88	1204	10
88	1232	9
88	2021	8
88	2023	10
88	3745	12
88	4152	10
88	4457	12
88	4650	13
88	4749	9
88	4908	10
89	21	11
89	23	10
89	31	10
89	32	10
89	62	10
89	813	10
89	851	9
89	1303	10
89	1563	9
89	1659	10
89	1716	9
89	1745	9
89	2138	10
89	2858	9
89	2872	10
89	3950	9
89	3973	10
89	4004	9
89	4290	9
89	4802	11
89	4886	10
90	5	8
90	6	8
90	19	10
90	20	7
90	22	4
90	28	4
90	31	7
90	33	9
90	39	4
90	42	7
90	365	5
90	451	3
90	543	8
90	767	4
90	1160	4
90	1208	9
90	1971	10
90	2153	8
90	2440	5
90	2472	8
90	2856	8
90	2994	5
90	3537	5
90	4105	8
91	6	7
91	11	12
91	13	6
91	35	9
91	43	7
91	47	12
91	653	11
91	738	7
91	1073	6
91	1893	10
91	3066	8
91	3133	9
91	3478	5
91	3614	7
91	4060	7
91	4118	11
91	4237	11
91	4301	12
91	4585	8
92	2	7
92	6	6
92	7	11
92	10	6
92	15	3
92	16	5
92	25	10
92	26	9
92	28	10
92	32	6
92	38	4
92	41	5
92	42	6
92	249	10
92	2067	6
92	2991	6
92	3848	8
92	4489	4
92	4914	5
93	2	6
93	9	8
93	11	10
93	12	4
93	14	5
93	19	4
93	21	10
93	22	9
93	33	4
93	36	7
93	39	9
93	40	9
93	41	6
93	49	4
93	226	6
93	879	9
93	1086	5
93	1342	4
93	1347	10
93	1731	8
93	2477	8
93	3404	7
93	3824	4
93	4166	8
93	4634	9
94	4	4
94	5	5
94	9	7
94	16	5
94	24	5
94	28	8
94	30	8
94	31	6
94	38	5
94	41	6
94	48	6
94	50	7
94	77	5
94	244	7
94	1707	8
94	2225	8
94	3407	6
94	3782	4
94	4133	5
94	4229	7
94	4619	7
94	4931	4
95	4	3
95	5	4
95	6	5
95	7	9
95	8	7
95	10	5
95	20	5
95	21	9
95	22	8
95	27	3
95	34	5
95	37	9
95	327	9
95	331	7
95	692	3
95	1194	5
95	1987	3
95	2352	6
95	2514	5
95	2975	4
95	3256	6
95	3272	4
95	3996	2
95	4075	5
95	4242	3
96	5	7
96	7	11
96	8	10
96	11	12
96	15	6
96	18	7
96	19	7
96	32	9
96	33	7
96	43	8
96	50	9
96	668	11
96	1006	7
96	1545	11
96	1555	7
96	1761	8
96	1914	6
96	2190	7
96	2686	9
96	3315	11
96	4939	7
97	16	5
97	26	6
97	27	5
97	28	6
97	34	6
97	39	6
97	653	7
97	853	5
97	1049	7
97	1222	5
97	2696	6
97	3148	6
98	3	4
98	15	4
98	23	4
98	25	4
98	32	4
98	34	4
98	36	4
98	39	4
98	46	4
98	47	4
98	741	4
98	814	4
98	1054	4
98	1253	4
98	1346	4
98	2069	4
98	2605	4
98	2933	4
98	3915	4
98	4908	4
99	1	10
99	4	5
99	6	7
99	10	7
99	13	7
99	18	7
99	20	7
99	23	10
99	35	8
99	42	8
99	43	7
99	45	10
99	123	10
99	504	6
99	1209	9
99	1900	11
99	3064	11
99	3271	11
99	3737	8
99	4141	9
99	4146	5
99	4296	9
99	4608	9
99	4754	6
99	4760	9
100	8	8
100	16	8
100	35	8
100	37	8
100	47	8
100	77	8
100	169	8
100	745	8
100	813	8
100	881	8
100	914	8
100	1647	8
100	2956	8
100	3982	8
101	3	10
101	5	9
101	11	12
101	18	9
101	22	11
101	27	9
101	33	9
101	36	10
101	45	11
101	50	10
101	768	11
101	889	8
101	971	10
101	1208	9
101	1214	9
101	1517	11
101	1576	9
101	2728	11
101	2760	8
101	3949	12
101	4151	8
101	4172	10
102	2	6
102	5	6
102	9	7
102	13	6
102	20	6
102	29	6
102	30	7
102	35	6
102	37	8
102	47	7
102	49	5
102	692	5
102	1140	6
102	1333	5
102	1673	7
102	1800	8
102	2091	8
102	3626	6
102	3940	5
103	1	4
103	4	1
103	8	4
103	11	6
103	12	1
103	14	2
103	18	2
103	27	2
103	30	5
103	38	2
103	43	3
103	45	5
103	46	1
103	50	3
103	176	5
103	1669	1
103	1673	4
103	2976	3
103	4120	1
103	4178	6
103	4554	1
104	3	8
104	11	9
104	23	8
104	24	7
104	47	9
104	875	7
104	1691	8
104	1808	8
104	3808	9
104	3975	9
104	4176	9
104	4209	8
104	4981	7
105	1	6
105	13	7
105	18	7
105	34	7
105	39	6
105	45	6
105	119	7
105	234	7
105	316	8
105	1325	7
105	1455	6
105	2282	8
105	2420	8
105	3199	8
105	3451	8
105	3539	6
105	3739	5
105	3919	6
105	4255	7
105	4773	7
105	4875	7
106	1	12
106	3	11
106	4	9
106	5	10
106	11	13
106	21	13
106	22	12
106	23	12
106	25	12
106	37	13
106	39	12
106	45	12
106	471	11
106	1130	11
106	1453	10
106	3091	10
106	3202	12
106	4129	10
106	4360	12
106	4448	11
